File,Contains tip,Conf of max conf box,Area of max conf box,Tip inside highest prediction,Tip inside any prediction,Prediction on empty image
BG_CTGW_p3_bg_hf_colch_51.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_colch_53.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_colch_90.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_colch_92.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_vf_randrot90_59.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_vf_randrot90_65.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_vf_randrot90_67.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_vf_randrot_52.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_vf_randrot_87.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_vf_randrot_91.png,False,0,0,nan,nan,False
BG_CTGW_p3_bg_hf_vf_randrot_93.png,False,0,0,nan,nan,False
BG_CTGW_p4_bg_hf_vf_randrot90_colch_51.png,False,0,0,nan,nan,False
BG_CTGW_p4_bg_hf_vf_randrot90_colch_53.png,False,0,0,nan,nan,False
BG_GW_p2_bg_hf_vf_randrot90_colch_65.png,False,0.40785396,316.35327,nan,nan,True
BG_GW_p3_bg_hf_48.png,False,0,0,nan,nan,False
BG_GW_p3_bg_hf_colch_39.png,False,0,0,nan,nan,False
BG_GW_p3_bg_hf_vf_randrot90_colch_1.png,False,0.33593777,339.6485,nan,nan,True
BG_GW_p3_bg_hf_vf_randrot90_colch_3.png,False,0.25005722,362.92877,nan,nan,True
BG_GW_p3_bg_hf_vf_randrot90_colch_44.png,False,0,0,nan,nan,False
BG_GW_p3_bg_hf_vf_randrot90_colch_46.png,False,0,0,nan,nan,False
BG_GW_p3_bg_hf_vf_randrot90_colch_50.png,False,0,0,nan,nan,False
BG_GW_p3_bg_hf_vf_randrot90_colch_85.png,False,0,0,nan,nan,False
BG_GW_p3_bg_hf_vf_randrot90_colch_87.png,False,0,0,nan,nan,False
BG_GW_p3_bg_hf_vf_randrot_39.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_1.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_3.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_89.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_colch_78.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_colch_79.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_colch_86.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_colch_87.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_vf_colch_38.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_vf_colch_39.png,False,0,0,nan,nan,False
BG_GW_p4_bg_hf_vf_randrot90_39.png,False,0,0,nan,nan,False
BG_GW_p4_crop_34.png,False,0.616978,460.31592,nan,nan,True
BG_GW_p4_crop_35.png,False,0.60581386,455.58258,nan,nan,True
BG_GW_p4_crop_colch_38.png,False,0.48368874,545.4487,nan,nan,True
BG_GW_p4_crop_hf_36.png,False,0.5917062,418.18463,nan,nan,True
BG_GW_p4_crop_hf_vf_saferot_colch_38.png,False,0,0,nan,nan,False
BG_PC_p1_crop_52.png,False,0,0,nan,nan,False
BG_PC_p1_crop_53.png,False,0,0,nan,nan,False
BG_PC_p1_crop_hf_vf_saferot_53.png,False,0,0,nan,nan,False
BG_PC_p1_crop_hf_vf_saferot_colch_50.png,False,0,0,nan,nan,False
BG_PC_p2_crop_hf_colch_25.png,False,0,0,nan,nan,False
BG_PC_p2_crop_hf_colch_26.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_2.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_vf_2.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_vf_3.png,False,0,0,nan,nan,False
BG_PC_p5_crop_hf_vf_rot90_2.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_104.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_105.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_colch_1.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_1.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_101.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_102.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_75.png,False,0,0,nan,nan,False
BG_SR_p1_crop_hf_vf_rot90_colch_76.png,False,0,0,nan,nan,False
BG_SR_p2_crop_42.png,False,0,0,nan,nan,False
BG_SR_p2_crop_43.png,False,0,0,nan,nan,False
BG_SR_p2_crop_colch_42.png,False,0,0,nan,nan,False
BG_SR_p2_crop_colch_43.png,False,0,0,nan,nan,False
BG_SR_p3_crop_38.png,False,0,0,nan,nan,False
BG_SR_p3_crop_39.png,False,0,0,nan,nan,False
BG_SR_p3_crop_colch_44.png,False,0,0,nan,nan,False
BG_SR_p3_crop_colch_45.png,False,0,0,nan,nan,False
BG_SR_p3_crop_colch_50.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_40.png,False,0.5024561,315.22592,nan,nan,True
BG_SR_p3_crop_hf_41.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_40.png,False,0.435306,346.08456,nan,nan,True
BG_SR_p3_crop_hf_vf_41.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_42.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_colch_48.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_colch_49.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_48.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_49.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_colch_42.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_rot90_colch_43.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_48.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_49.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_colch_38.png,False,0,0,nan,nan,False
BG_SR_p3_crop_hf_vf_saferot_colch_39.png,False,0,0,nan,nan,False
BG_SR_p4_crop_34.png,False,0,0,nan,nan,False
BG_SR_p4_crop_colch_30.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_30.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_31.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_34.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_colch_29.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_rot90_29.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_saferot_colch_32.png,False,0,0,nan,nan,False
BG_SR_p4_crop_hf_vf_saferot_colch_33.png,False,0,0,nan,nan,False
BG_SR_p5_crop_28.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_colch_26.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_colch_27.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_26.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_27.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_saferot_26.png,False,0,0,nan,nan,False
BG_SR_p5_crop_hf_vf_saferot_27.png,False,0,0,nan,nan,False
GWS_p4_colch_1.png,True,0,0,False,False,nan
GWS_p4_colch_10.png,True,0.42948112,626.5798,True,True,nan
GWS_p4_colch_100.png,True,0.63252115,469.7921,True,True,nan
GWS_p4_colch_101.png,True,0.5366634,443.20462,True,True,nan
GWS_p4_colch_102.png,True,0.5717995,429.99716,True,True,nan
GWS_p4_colch_103.png,True,0,0,False,False,nan
GWS_p4_colch_104.png,True,0,0,False,False,nan
GWS_p4_colch_105.png,True,0,0,False,False,nan
GWS_p4_colch_106.png,True,0,0,False,False,nan
GWS_p4_colch_107.png,True,0,0,False,False,nan
GWS_p4_colch_108.png,True,0,0,False,False,nan
GWS_p4_colch_109.png,True,0.25920683,453.13538,True,True,nan
GWS_p4_colch_11.png,True,0.28921854,558.5076,True,True,nan
GWS_p4_colch_110.png,True,0,0,False,False,nan
GWS_p4_colch_111.png,True,0.41164893,419.00687,True,True,nan
GWS_p4_colch_112.png,True,0.4669999,423.5568,True,True,nan
GWS_p4_colch_113.png,True,0,0,False,False,nan
GWS_p4_colch_114.png,True,0,0,False,False,nan
GWS_p4_colch_115.png,True,0,0,False,False,nan
GWS_p4_colch_116.png,True,0,0,False,False,nan
GWS_p4_colch_117.png,True,0,0,False,False,nan
GWS_p4_colch_118.png,True,0,0,False,False,nan
GWS_p4_colch_119.png,True,0,0,False,False,nan
GWS_p4_colch_12.png,True,0,0,False,False,nan
GWS_p4_colch_120.png,True,0,0,False,False,nan
GWS_p4_colch_121.png,True,0,0,False,False,nan
GWS_p4_colch_122.png,True,0,0,False,False,nan
GWS_p4_colch_123.png,True,0,0,False,False,nan
GWS_p4_colch_124.png,True,0,0,False,False,nan
GWS_p4_colch_125.png,True,0,0,False,False,nan
GWS_p4_colch_126.png,True,0,0,False,False,nan
GWS_p4_colch_127.png,True,0,0,False,False,nan
GWS_p4_colch_13.png,True,0,0,False,False,nan
GWS_p4_colch_14.png,True,0,0,False,False,nan
GWS_p4_colch_15.png,True,0,0,False,False,nan
GWS_p4_colch_16.png,True,0,0,False,False,nan
GWS_p4_colch_17.png,True,0,0,False,False,nan
GWS_p4_colch_18.png,True,0,0,False,False,nan
GWS_p4_colch_19.png,True,0.4661818,398.88812,True,True,nan
GWS_p4_colch_2.png,True,0.39275503,621.6241,True,True,nan
GWS_p4_colch_20.png,True,0.47881538,454.3487,True,True,nan
GWS_p4_colch_21.png,True,0,0,False,False,nan
GWS_p4_colch_22.png,True,0,0,False,False,nan
GWS_p4_colch_23.png,True,0.5773655,420.2958,True,True,nan
GWS_p4_colch_24.png,True,0.37773108,594.0761,True,True,nan
GWS_p4_colch_25.png,True,0.62161785,388.69333,True,True,nan
GWS_p4_colch_26.png,True,0.5833772,510.19998,True,True,nan
GWS_p4_colch_27.png,True,0.49137416,346.24683,True,True,nan
GWS_p4_colch_28.png,True,0,0,False,False,nan
GWS_p4_colch_29.png,True,0,0,False,False,nan
GWS_p4_colch_3.png,True,0,0,False,False,nan
GWS_p4_colch_30.png,True,0,0,False,False,nan
GWS_p4_colch_31.png,True,0,0,False,False,nan
GWS_p4_colch_32.png,True,0.44937822,330.86008,True,True,nan
GWS_p4_colch_33.png,True,0.5662809,386.15308,True,True,nan
GWS_p4_colch_34.png,True,0,0,False,False,nan
GWS_p4_colch_35.png,True,0,0,False,False,nan
GWS_p4_colch_36.png,True,0.605379,432.8657,True,True,nan
GWS_p4_colch_37.png,True,0.5718906,415.1659,True,True,nan
GWS_p4_colch_38.png,True,0,0,False,False,nan
GWS_p4_colch_39.png,True,0,0,False,False,nan
GWS_p4_colch_4.png,True,0.5121057,658.53503,True,True,nan
GWS_p4_colch_40.png,True,0.5810104,447.84265,True,True,nan
GWS_p4_colch_41.png,True,0,0,False,False,nan
GWS_p4_colch_42.png,True,0,0,False,False,nan
GWS_p4_colch_43.png,True,0,0,False,False,nan
GWS_p4_colch_44.png,True,0.5975423,503.19492,True,True,nan
GWS_p4_colch_45.png,True,0,0,False,False,nan
GWS_p4_colch_46.png,True,0.6150262,518.654,True,True,nan
GWS_p4_colch_47.png,True,0.5903432,461.35214,True,True,nan
GWS_p4_colch_48.png,True,0,0,False,False,nan
GWS_p4_colch_49.png,True,0,0,False,False,nan
GWS_p4_colch_5.png,True,0.29409915,527.51855,True,True,nan
GWS_p4_colch_50.png,True,0,0,False,False,nan
GWS_p4_colch_51.png,True,0,0,False,False,nan
GWS_p4_colch_52.png,True,0.6658887,389.901,True,True,nan
GWS_p4_colch_53.png,True,0.581573,440.14844,True,True,nan
GWS_p4_colch_54.png,True,0.40955377,472.3959,True,True,nan
GWS_p4_colch_55.png,True,0.6637852,411.23663,True,True,nan
GWS_p4_colch_56.png,True,0,0,False,False,nan
GWS_p4_colch_57.png,True,0,0,False,False,nan
GWS_p4_colch_58.png,True,0.5286727,376.34134,True,True,nan
GWS_p4_colch_59.png,True,0.5868889,368.43332,True,True,nan
GWS_p4_colch_6.png,True,0,0,False,False,nan
GWS_p4_colch_60.png,True,0,0,False,False,nan
GWS_p4_colch_61.png,True,0,0,False,False,nan
GWS_p4_colch_62.png,True,0,0,False,False,nan
GWS_p4_colch_63.png,True,0,0,False,False,nan
GWS_p4_colch_64.png,True,0,0,False,False,nan
GWS_p4_colch_65.png,True,0,0,False,False,nan
GWS_p4_colch_66.png,True,0,0,False,False,nan
GWS_p4_colch_67.png,True,0.57423085,384.22723,True,True,nan
GWS_p4_colch_68.png,True,0,0,False,False,nan
GWS_p4_colch_69.png,True,0,0,False,False,nan
GWS_p4_colch_7.png,True,0,0,False,False,nan
GWS_p4_colch_70.png,True,0,0,False,False,nan
GWS_p4_colch_71.png,True,0,0,False,False,nan
GWS_p4_colch_72.png,True,0.43539155,386.79355,True,True,nan
GWS_p4_colch_73.png,True,0,0,False,False,nan
GWS_p4_colch_74.png,True,0,0,False,False,nan
GWS_p4_colch_75.png,True,0,0,False,False,nan
GWS_p4_colch_76.png,True,0.591715,340.25244,True,True,nan
GWS_p4_colch_77.png,True,0.28078428,299.1834,True,True,nan
GWS_p4_colch_78.png,True,0.41386333,351.2265,True,True,nan
GWS_p4_colch_79.png,True,0,0,False,False,nan
GWS_p4_colch_8.png,True,0,0,False,False,nan
GWS_p4_colch_80.png,True,0,0,False,False,nan
GWS_p4_colch_81.png,True,0.5980112,331.68216,True,True,nan
GWS_p4_colch_82.png,True,0.54876834,386.0109,True,True,nan
GWS_p4_colch_83.png,True,0.43595135,420.401,True,True,nan
GWS_p4_colch_84.png,True,0,0,False,False,nan
GWS_p4_colch_85.png,True,0.34800968,263.34952,True,True,nan
GWS_p4_colch_86.png,True,0.6341073,365.41714,True,True,nan
GWS_p4_colch_87.png,True,0,0,False,False,nan
GWS_p4_colch_88.png,True,0.65383136,379.92447,True,True,nan
GWS_p4_colch_89.png,True,0.6426373,380.00278,True,True,nan
GWS_p4_colch_9.png,True,0,0,False,False,nan
GWS_p4_colch_90.png,True,0.57030165,410.78458,True,True,nan
GWS_p4_colch_91.png,True,0,0,False,False,nan
GWS_p4_colch_92.png,True,0.5116325,284.9633,True,True,nan
GWS_p4_colch_93.png,True,0.6289217,309.77036,True,True,nan
GWS_p4_colch_94.png,True,0.6259011,370.2934,True,True,nan
GWS_p4_colch_95.png,True,0.6402726,362.68182,True,True,nan
GWS_p4_colch_96.png,True,0.49885845,470.09018,True,True,nan
GWS_p4_colch_97.png,True,0.505861,495.4299,True,True,nan
GWS_p4_colch_98.png,True,0.6680532,400.9564,True,True,nan
GWS_p4_colch_99.png,True,0.43738368,358.7931,True,True,nan
GWS_p4_hf_1.png,True,0,0,False,False,nan
GWS_p4_hf_10.png,True,0,0,False,False,nan
GWS_p4_hf_100.png,True,0,0,False,False,nan
GWS_p4_hf_101.png,True,0,0,False,False,nan
GWS_p4_hf_102.png,True,0.2741585,436.20496,True,True,nan
GWS_p4_hf_103.png,True,0,0,False,False,nan
GWS_p4_hf_104.png,True,0,0,False,False,nan
GWS_p4_hf_105.png,True,0,0,False,False,nan
GWS_p4_hf_106.png,True,0,0,False,False,nan
GWS_p4_hf_107.png,True,0,0,False,False,nan
GWS_p4_hf_108.png,True,0,0,False,False,nan
GWS_p4_hf_109.png,True,0,0,False,False,nan
GWS_p4_hf_11.png,True,0,0,False,False,nan
GWS_p4_hf_110.png,True,0,0,False,False,nan
GWS_p4_hf_111.png,True,0,0,False,False,nan
GWS_p4_hf_112.png,True,0,0,False,False,nan
GWS_p4_hf_113.png,True,0,0,False,False,nan
GWS_p4_hf_114.png,True,0,0,False,False,nan
GWS_p4_hf_115.png,True,0,0,False,False,nan
GWS_p4_hf_116.png,True,0,0,False,False,nan
GWS_p4_hf_117.png,True,0,0,False,False,nan
GWS_p4_hf_118.png,True,0,0,False,False,nan
GWS_p4_hf_119.png,True,0,0,False,False,nan
GWS_p4_hf_12.png,True,0,0,False,False,nan
GWS_p4_hf_120.png,True,0,0,False,False,nan
GWS_p4_hf_121.png,True,0,0,False,False,nan
GWS_p4_hf_122.png,True,0,0,False,False,nan
GWS_p4_hf_123.png,True,0,0,False,False,nan
GWS_p4_hf_124.png,True,0,0,False,False,nan
GWS_p4_hf_125.png,True,0,0,False,False,nan
GWS_p4_hf_126.png,True,0,0,False,False,nan
GWS_p4_hf_127.png,True,0,0,False,False,nan
GWS_p4_hf_13.png,True,0,0,False,False,nan
GWS_p4_hf_14.png,True,0,0,False,False,nan
GWS_p4_hf_15.png,True,0,0,False,False,nan
GWS_p4_hf_16.png,True,0,0,False,False,nan
GWS_p4_hf_17.png,True,0,0,False,False,nan
GWS_p4_hf_18.png,True,0,0,False,False,nan
GWS_p4_hf_19.png,True,0,0,False,False,nan
GWS_p4_hf_2.png,True,0,0,False,False,nan
GWS_p4_hf_20.png,True,0,0,False,False,nan
GWS_p4_hf_21.png,True,0,0,False,False,nan
GWS_p4_hf_22.png,True,0,0,False,False,nan
GWS_p4_hf_23.png,True,0,0,False,False,nan
GWS_p4_hf_24.png,True,0,0,False,False,nan
GWS_p4_hf_25.png,True,0,0,False,False,nan
GWS_p4_hf_26.png,True,0,0,False,False,nan
GWS_p4_hf_27.png,True,0,0,False,False,nan
GWS_p4_hf_28.png,True,0,0,False,False,nan
GWS_p4_hf_29.png,True,0,0,False,False,nan
GWS_p4_hf_3.png,True,0,0,False,False,nan
GWS_p4_hf_30.png,True,0,0,False,False,nan
GWS_p4_hf_31.png,True,0,0,False,False,nan
GWS_p4_hf_32.png,True,0,0,False,False,nan
GWS_p4_hf_33.png,True,0,0,False,False,nan
GWS_p4_hf_34.png,True,0,0,False,False,nan
GWS_p4_hf_35.png,True,0,0,False,False,nan
GWS_p4_hf_36.png,True,0,0,False,False,nan
GWS_p4_hf_37.png,True,0,0,False,False,nan
GWS_p4_hf_38.png,True,0,0,False,False,nan
GWS_p4_hf_39.png,True,0,0,False,False,nan
GWS_p4_hf_4.png,True,0,0,False,False,nan
GWS_p4_hf_40.png,True,0,0,False,False,nan
GWS_p4_hf_41.png,True,0,0,False,False,nan
GWS_p4_hf_42.png,True,0,0,False,False,nan
GWS_p4_hf_43.png,True,0,0,False,False,nan
GWS_p4_hf_44.png,True,0,0,False,False,nan
GWS_p4_hf_45.png,True,0,0,False,False,nan
GWS_p4_hf_46.png,True,0,0,False,False,nan
GWS_p4_hf_47.png,True,0,0,False,False,nan
GWS_p4_hf_48.png,True,0,0,False,False,nan
GWS_p4_hf_49.png,True,0,0,False,False,nan
GWS_p4_hf_5.png,True,0,0,False,False,nan
GWS_p4_hf_50.png,True,0,0,False,False,nan
GWS_p4_hf_51.png,True,0,0,False,False,nan
GWS_p4_hf_52.png,True,0,0,False,False,nan
GWS_p4_hf_53.png,True,0,0,False,False,nan
GWS_p4_hf_54.png,True,0,0,False,False,nan
GWS_p4_hf_55.png,True,0,0,False,False,nan
GWS_p4_hf_56.png,True,0,0,False,False,nan
GWS_p4_hf_57.png,True,0,0,False,False,nan
GWS_p4_hf_58.png,True,0,0,False,False,nan
GWS_p4_hf_59.png,True,0,0,False,False,nan
GWS_p4_hf_6.png,True,0,0,False,False,nan
GWS_p4_hf_60.png,True,0,0,False,False,nan
GWS_p4_hf_61.png,True,0,0,False,False,nan
GWS_p4_hf_62.png,True,0,0,False,False,nan
GWS_p4_hf_63.png,True,0,0,False,False,nan
GWS_p4_hf_64.png,True,0,0,False,False,nan
GWS_p4_hf_65.png,True,0,0,False,False,nan
GWS_p4_hf_66.png,True,0,0,False,False,nan
GWS_p4_hf_67.png,True,0,0,False,False,nan
GWS_p4_hf_68.png,True,0,0,False,False,nan
GWS_p4_hf_69.png,True,0,0,False,False,nan
GWS_p4_hf_7.png,True,0,0,False,False,nan
GWS_p4_hf_70.png,True,0,0,False,False,nan
GWS_p4_hf_71.png,True,0,0,False,False,nan
GWS_p4_hf_72.png,True,0,0,False,False,nan
GWS_p4_hf_73.png,True,0,0,False,False,nan
GWS_p4_hf_74.png,True,0,0,False,False,nan
GWS_p4_hf_75.png,True,0,0,False,False,nan
GWS_p4_hf_76.png,True,0,0,False,False,nan
GWS_p4_hf_77.png,True,0,0,False,False,nan
GWS_p4_hf_78.png,True,0,0,False,False,nan
GWS_p4_hf_79.png,True,0,0,False,False,nan
GWS_p4_hf_8.png,True,0,0,False,False,nan
GWS_p4_hf_80.png,True,0,0,False,False,nan
GWS_p4_hf_81.png,True,0,0,False,False,nan
GWS_p4_hf_82.png,True,0,0,False,False,nan
GWS_p4_hf_83.png,True,0,0,False,False,nan
GWS_p4_hf_84.png,True,0,0,False,False,nan
GWS_p4_hf_85.png,True,0,0,False,False,nan
GWS_p4_hf_86.png,True,0,0,False,False,nan
GWS_p4_hf_87.png,True,0,0,False,False,nan
GWS_p4_hf_88.png,True,0,0,False,False,nan
GWS_p4_hf_89.png,True,0,0,False,False,nan
GWS_p4_hf_9.png,True,0,0,False,False,nan
GWS_p4_hf_90.png,True,0,0,False,False,nan
GWS_p4_hf_91.png,True,0,0,False,False,nan
GWS_p4_hf_92.png,True,0,0,False,False,nan
GWS_p4_hf_93.png,True,0,0,False,False,nan
GWS_p4_hf_94.png,True,0,0,False,False,nan
GWS_p4_hf_95.png,True,0,0,False,False,nan
GWS_p4_hf_96.png,True,0,0,False,False,nan
GWS_p4_hf_97.png,True,0.3310813,351.22742,True,True,nan
GWS_p4_hf_98.png,True,0.43782008,390.94418,True,True,nan
GWS_p4_hf_99.png,True,0,0,False,False,nan
GWS_p4_hf_colch_1.png,True,0,0,False,False,nan
GWS_p4_hf_colch_10.png,True,0,0,False,False,nan
GWS_p4_hf_colch_100.png,True,0,0,False,False,nan
GWS_p4_hf_colch_101.png,True,0,0,False,False,nan
GWS_p4_hf_colch_102.png,True,0,0,False,False,nan
GWS_p4_hf_colch_103.png,True,0,0,False,False,nan
GWS_p4_hf_colch_104.png,True,0,0,False,False,nan
GWS_p4_hf_colch_105.png,True,0,0,False,False,nan
GWS_p4_hf_colch_106.png,True,0,0,False,False,nan
GWS_p4_hf_colch_107.png,True,0,0,False,False,nan
GWS_p4_hf_colch_108.png,True,0,0,False,False,nan
GWS_p4_hf_colch_109.png,True,0,0,False,False,nan
GWS_p4_hf_colch_11.png,True,0,0,False,False,nan
GWS_p4_hf_colch_110.png,True,0,0,False,False,nan
GWS_p4_hf_colch_111.png,True,0,0,False,False,nan
GWS_p4_hf_colch_112.png,True,0,0,False,False,nan
GWS_p4_hf_colch_113.png,True,0,0,False,False,nan
GWS_p4_hf_colch_114.png,True,0,0,False,False,nan
GWS_p4_hf_colch_115.png,True,0,0,False,False,nan
GWS_p4_hf_colch_116.png,True,0.29634193,415.9863,True,True,nan
GWS_p4_hf_colch_117.png,True,0,0,False,False,nan
GWS_p4_hf_colch_118.png,True,0,0,False,False,nan
GWS_p4_hf_colch_119.png,True,0,0,False,False,nan
GWS_p4_hf_colch_12.png,True,0,0,False,False,nan
GWS_p4_hf_colch_120.png,True,0,0,False,False,nan
GWS_p4_hf_colch_121.png,True,0,0,False,False,nan
GWS_p4_hf_colch_122.png,True,0,0,False,False,nan
GWS_p4_hf_colch_123.png,True,0,0,False,False,nan
GWS_p4_hf_colch_124.png,True,0,0,False,False,nan
GWS_p4_hf_colch_125.png,True,0,0,False,False,nan
GWS_p4_hf_colch_126.png,True,0,0,False,False,nan
GWS_p4_hf_colch_127.png,True,0,0,False,False,nan
GWS_p4_hf_colch_13.png,True,0,0,False,False,nan
GWS_p4_hf_colch_14.png,True,0.26728982,425.34076,True,True,nan
GWS_p4_hf_colch_15.png,True,0,0,False,False,nan
GWS_p4_hf_colch_16.png,True,0,0,False,False,nan
GWS_p4_hf_colch_17.png,True,0,0,False,False,nan
GWS_p4_hf_colch_18.png,True,0,0,False,False,nan
GWS_p4_hf_colch_19.png,True,0.4699987,396.55182,True,True,nan
GWS_p4_hf_colch_2.png,True,0,0,False,False,nan
GWS_p4_hf_colch_20.png,True,0,0,False,False,nan
GWS_p4_hf_colch_21.png,True,0,0,False,False,nan
GWS_p4_hf_colch_22.png,True,0,0,False,False,nan
GWS_p4_hf_colch_23.png,True,0,0,False,False,nan
GWS_p4_hf_colch_24.png,True,0,0,False,False,nan
GWS_p4_hf_colch_25.png,True,0.31484306,384.41125,True,True,nan
GWS_p4_hf_colch_26.png,True,0.49387568,328.90305,True,True,nan
GWS_p4_hf_colch_27.png,True,0.5780926,363.409,True,True,nan
GWS_p4_hf_colch_28.png,True,0,0,False,False,nan
